site,date,year,month,week,dayofmonth,dayofyr,coloniesperL,filbundperL,totalperL,totalperL_diff,log_gloeo,light_sum,watertemp_mean_interp,watertemp_median_interp,watertemp_max_interp,watertemp_min_interp,watertemp_sd_interp,watertemp_range_interp,watertemp_cv_interp,ysi_readings_mean_only,buoy_interp,onset_interp,watertemp_daily_mean,watertemp_daily_median,watertemp_daily_max,watertemp_daily_min,watertemp_daily_sd,watertemp_daily_range,watertemp_daily_cv,watertemp_daily_obs,wtr_mean_diff,wtr_median_diff,wtr_max_diff,wtr_min_diff,wtr_sd_diff,wtr_range_diff,diff_interp
Midge,2014-07-09,2014,7,27,9,190,3.027502526,0.700286799,3.727789325,2.405025371,0.571870565,587744.3,23.25375,23.27,23.61,22.93,0.241423541,0.68,0.010382134,0,0,0,23.25375,23.27,23.61,22.93,0.241423541,0.68,0.010382134,24,-1.50083333,-1.55,-1.91,-0.51,-0.166337889,-1.4,0
Midge,2014-07-17,2014,7,28,17,198,0.742728424,0.190987309,0.933715732,-2.794073593,-0.028114094,634094.1,24.26125,24.3,24.64,23.78,0.278619462,0.86,0.011484135,0,0,0,24.26125,24.3,24.64,23.78,0.278619462,0.86,0.011484135,24,1.02125,1.03,1.03,1.02,-0.017397576,0.01,0
Midge,2014-07-23,2014,7,29,23,204,1.025672585,0.693213195,1.71888578,0.785170048,0.236155645,630692.1,25.53833333,25.52,26.22,25.17,0.329764958,1.05,0.012912548,0,0,0,25.53833333,25.52,26.22,25.17,0.329764958,1.05,0.012912548,24,0.8525,0.88,1.23,0.7,0.181648768,0.53,0
Midge,2014-07-30,2014,7,30,30,211,1.202512686,0.099030457,1.301543142,-0.417342638,0.115658146,409514.7,23.19708333,23.09,23.78,22.76,0.35125216,1.02,0.015142083,0,0,0,23.19708333,23.09,23.78,22.76,0.35125216,1.02,0.015142083,24,-2.34125,-2.43,-2.44,-2.41,0.021487202,-0.03,0
Midge,2014-08-06,2014,8,31,6,218,1.626928928,0.077809644,1.704738572,0.40319543,0.232573947,370150.7,24.01791667,23.95,24.3,23.78,0.161406297,0.52,0.006720246,0,0,0,24.01791667,23.95,24.3,23.78,0.161406297,0.52,0.006720246,24,0.82083334,0.86,0.52,1.02,-0.189845863,-0.5,0
Midge,2014-08-12,2014,8,32,12,224,0.551741115,0.028294416,0.580035531,-1.124703041,-0.233858277,472365.5,24.19166667,24.13,24.64,23.78,0.23726094,0.86,0.009807548,0,0,0,24.19166667,24.13,24.64,23.78,0.23726094,0.86,0.009807548,24,0.40041667,0.605,0,0.51,-0.308635311,-0.51,0
Midge,2014-08-20,2014,8,33,20,232,2.440393391,0.007073604,2.447466995,1.867431465,0.389355182,388783.4,21.08583333,21.09,21.59,20.76,0.185845112,0.83,0.008813743,0,0,0,21.08583333,21.09,21.59,20.76,0.185845112,0.83,0.008813743,24,-1.83125,-1.92,-2.02,-1.5,-0.24661478,-0.52,0
Midge,2014-08-27,2014,8,34,27,239,0.282944161,0.021220812,0.304164973,-2.143302022,-0.511780809,326427.9,22.92375,22.76,23.61,22.43,0.397588519,1.18,0.017343956,0,0,0,22.92375,22.76,23.61,22.43,0.397588519,1.18,0.017343956,24,1.83791667,1.67,2.02,1.67,0.211743407,0.35,0
Midge,2014-09-04,2014,9,35,4,247,1.138850249,0.007073604,1.145923853,0.84175888,0.060517987,268431.3,22.99333333,22.93,23.61,22.43,0.417358845,1.18,0.018151298,0,0,0,22.99333333,22.93,23.61,22.43,0.417358845,1.18,0.018151298,24,0.38583333,0.34,0.17,0.67,0.007329684,-0.5,0
Midge,2014-09-10,2014,9,36,10,253,0.40319543,0,0.40319543,-0.742728424,-0.390623935,228163.6,21.70333333,21.76,21.93,21.59,0.10829375,0.34,0.004989729,0,0,0,21.70333333,21.76,21.93,21.59,0.10829375,0.34,0.004989729,24,-1.53541667,-1.51,-1.51,-1.5,-0.004006798,-0.01,0
Midge,2014-09-17,2014,9,37,17,260,1.945241109,0.021220812,1.966461921,1.563266491,0.294479877,208325.4,18.81833333,18.66,19.31,18.33,0.318319865,0.98,0.016915412,0,0,0,18.81833333,18.66,19.31,18.33,0.318319865,0.98,0.016915412,24,-2.885,-3.1,-2.62,-3.26,0.210026115,0.64,0
Midge,2014-09-25,2014,9,38,25,268,0.099030457,0,0.099030457,-1.867431465,-0.988723737,NA,17.43,17.37,17.69,17.21,0.181587205,0.48,0.010418084,0,0,1,17.38777778,17.37,17.69,17.21,0.203087283,0.48,0.011679887,9,-1.36430555,-1.29,-1.29,-1.28,0.038163607,-0.01,0
Midge,2014-10-03,2014,10,39,3,276,0.014147208,0,0.014147208,-0.084883248,-1.750869961,NA,17.14497,17.108,17.526,16.943,NA,0.583,NA,0,1,0,NA,NA,NA,NA,NA,NA,NA,0,-0.28503,-0.262,-0.164,-0.267,NA,0.103,1
Midge,2014-10-10,2014,10,40,10,283,0.127324873,0,0.127324873,0.113177665,-0.882977839,NA,15.08721,15.084,15.238,14.963,NA,0.275,NA,0,1,0,NA,NA,NA,NA,NA,NA,NA,0,-2.05776,-2.024,-2.288,-1.98,NA,-0.308,1
Midge,2015-05-14,2015,5,19,14,134,0,0,0,-0.127324873,-2.443697499,NA,12.50968,12.6156,13.12632,11.96376,NA,1.16256,NA,0,1,0,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,0
Midge,2015-05-21,2015,5,20,21,141,0.007073604,0,0.007073604,0.007073604,-1.971688914,NA,14.03961,13.92468,14.76528,13.56624,NA,1.19904,NA,0,1,0,NA,NA,NA,NA,NA,NA,NA,0,1.52993,1.30908,1.63896,1.60248,NA,0.03648,1
Midge,2015-05-28,2015,5,21,28,148,0.113177665,0.014147208,0.127324873,0.120251269,-0.882977839,NA,16.56453,16.73712,17.14848,15.66072,NA,1.48776,NA,0,1,0,NA,NA,NA,NA,NA,NA,NA,0,2.52492,2.81244,2.3832,2.09448,NA,0.28872,1
Midge,2015-06-05,2015,6,22,5,156,0.007073604,0,0.007073604,-0.120251269,-1.971688914,NA,16.98875,17.09,17.57,16.29,0.41806295,1.28,0.024608223,0,0,1,16.50333333,16.45,16.93,16.29,0.196946386,0.64,0.011933734,12,0.42422,0.35288,0.42152,0.62928,NA,-0.20776,1
Midge,2015-06-11,2015,6,23,11,162,0.014147208,0,0.014147208,0.007073604,-1.750869961,634159.1,19.1275,19.02,19.67,18.53,0.395235208,1.14,0.020663192,0,0,0,19.1275,19.02,19.67,18.53,0.395235208,1.14,0.020663192,24,2.13875,1.93,2.1,2.24,-0.022827742,-0.14,0
Midge,2015-06-19,2015,6,24,19,170,0.077809644,0.014147208,0.091956852,0.077809644,-1.019738166,533720.4,20.39166667,20.48,20.97,19.99,0.363349953,0.98,0.017818551,0,0,0,20.39166667,20.48,20.97,19.99,0.363349953,0.98,0.017818551,24,1.65708334,1.79,1.63,1.78,-0.001246061,-0.15,0
Midge,2015-07-02,2015,7,26,2,183,0.07073604,0.007073604,0.077809644,-0.014147208,-1.089324144,403089,20.41416667,20.4,20.81,19.99,0.29150161,0.82,0.014279378,0,0,0,20.41416667,20.4,20.81,19.99,0.29150161,0.82,0.014279378,24,-0.92791666,-0.9,-0.99,-0.98,0.008751464,-0.01,0
Midge,2015-07-09,2015,7,27,9,190,0.028294416,0.014147208,0.042441624,-0.03536802,-1.336849366,407630.9,22.45916667,22.47,22.63,22.3,0.149867091,0.33,0.00667287,0,0,0,22.45916667,22.47,22.63,22.3,0.149867091,0.33,0.00667287,24,2.045,2.07,1.82,2.31,-0.141634519,-0.49,0
Midge,2015-07-16,2015,7,28,16,197,0.141472081,0.049515228,0.190987309,0.148545685,-0.710885488,702552.6,23.03708333,22.97,23.48,22.81,0.207751506,0.67,0.009018134,0,0,0,23.03708333,22.97,23.48,22.81,0.207751506,0.67,0.009018134,24,0.57791666,0.5,0.85,0.51,0.057884415,0.34,0
Midge,2015-07-30,2015,7,30,30,211,1.237880706,0.162692893,1.400573599,1.20958629,0.147420803,623329.5,25.44916667,25.645,25.91,24.34,0.431165424,1.57,0.016942222,0,0,0,25.44916667,25.645,25.91,24.34,0.431165424,1.57,0.016942222,24,1.61208334,1.815,1.57,0.68,0.254075931,0.89,0
Midge,2015-08-06,2015,8,31,6,218,0.106104061,0.077809644,0.183913705,-1.216659894,-0.726966985,632135.3,24.1275,24.17,24.34,24,0.103346189,0.34,0.004283336,0,0,0,24.1275,24.17,24.34,24,0.103346189,0.34,0.004283336,24,-1.32166667,-1.475,-1.57,-0.34,-0.327819235,-1.23,0
Midge,2015-08-13,2015,8,32,13,225,0.261723349,0.120251269,0.381974618,0.198060913,-0.413891563,331401.1,23.44833333,23.48,23.83,23.14,0.233771845,0.69,0.009969657,0,0,0,23.44833333,23.48,23.83,23.14,0.233771845,0.69,0.009969657,24,-0.67916667,-0.69,-0.51,-0.86,0.130425656,0.35,0
Midge,2015-08-20,2015,8,33,20,232,0.721507611,0.077809644,0.799317256,0.417342638,-0.095329208,313026.6,25.85708333,25.91,26.26,25.56,0.174940466,0.7,0.006765669,0,0,0,25.85708333,25.91,26.26,25.56,0.174940466,0.7,0.006765669,24,2.40875,2.43,2.43,2.42,-0.058831379,0.01,0
Midge,2015-08-25,2015,8,34,25,237,0.565888323,0.099030457,0.664918779,-0.134398477,-0.174886389,201167.3,24.89541667,24.87,25.38,24.34,0.215002106,1.04,0.008636212,0,0,0,24.89541667,24.87,25.38,24.34,0.215002106,1.04,0.008636212,24,-0.3975,-0.17,-0.88,-0.18,-0.412473715,-0.7,0
Midge,2015-09-03,2015,9,35,3,246,0.884200504,0.063662436,0.94786294,0.282944161,-0.021608123,314135.1,24.03041667,23.915,24.52,23.66,0.359776249,0.86,0.014971702,0,0,0,24.03041667,23.915,24.52,23.66,0.359776249,0.86,0.014971702,24,-0.16083333,-0.255,0.18,-0.17,0.19879252,0.35,0
Midge,2015-09-10,2015,9,36,10,253,13.59546695,0.50929949,14.10476644,13.1569035,1.149476731,157950.5,24.74291667,24.69,25.04,24.34,0.215476805,0.7,0.008708626,0,0,0,24.74291667,24.69,25.04,24.34,0.215476805,0.7,0.008708626,24,0.7125,0.775,0.52,0.68,-0.144299444,-0.16,0
Midge,2015-09-17,2015,9,37,17,260,2.100860398,0,2.100860398,-12.00390604,0.323140758,161352.1,22.57958333,22.47,23.14,22.13,0.395567607,1.01,0.017518818,0,0,0,22.57958333,22.47,23.14,22.13,0.395567607,1.01,0.017518818,24,-2.16333334,-2.22,-1.9,-2.21,0.180090802,0.31,0
Midge,2015-09-24,2015,9,38,24,267,0.77102284,0,0.77102284,-1.329837558,-0.110909702,NA,20.73125,20.64,21.13,20.48,0.215533968,0.65,0.010396574,0,0,1,20.55222222,20.48,20.81,20.48,0.118930418,0.33,0.005786743,9,-2.02736111,-1.99,-2.33,-1.65,-0.276637189,-0.68,0
Midge,2015-10-02,2015,10,39,2,275,0.381974618,0,0.381974618,-0.389048222,-0.413891563,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,0
Midge,2015-10-12,2015,10,41,12,285,0.063662436,0,0.063662436,-0.318312182,-1.172227408,NA,15.7663,15.62417,16.34864,15.43699,NA,0.91165,NA,0,1,0,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,0
Midge,2016-05-26,2016,5,21,26,147,0.063662436,0.03536802,0.099030457,0.03536802,-0.988723737,NA,16.53595,16.51892,18.48333,14.77083,NA,3.7125,NA,0,1,0,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,0
Midge,2016-06-03,2016,6,22,3,155,0.049515228,0.014147208,0.063662436,-0.03536802,-1.172227408,NA,20.16958333,20.16,20.81,19.67,0.345032817,1.14,0.017106591,0,0,0,20.16958333,20.16,20.81,19.67,0.345032817,1.14,0.017106591,24,3.63363333,3.64108,2.32667,4.89917,NA,-2.5725,1
Midge,2016-06-16,2016,6,24,16,168,0.091956852,0.014147208,0.106104061,0.042441624,-0.959777296,379203.6,16.28083333,16.13,17.24,15.66,0.487441561,1.58,0.029939595,0,0,0,16.28083333,16.13,17.24,15.66,0.487441561,1.58,0.029939595,24,-2.21875,-2.24,-2.1,-2.07,-0.017873486,-0.03,0
Midge,2016-06-23,2016,6,25,23,175,1.117629437,0.488078678,1.605708116,1.499604055,0.206639202,413798.7,20.82666667,20.81,21.13,20.48,0.241492941,0.65,0.011595372,0,0,0,20.82666667,20.81,21.13,20.48,0.241492941,0.65,0.011595372,24,4.54583334,4.68,3.89,4.82,-0.24594862,-0.93,0
Midge,2016-06-30,2016,6,26,30,182,2.603086284,0.919568524,3.522654809,1.916946693,0.547313691,531847.5,23.42041667,23.31,24,22.97,0.332467444,1.03,0.014195625,0,0,0,23.42041667,23.31,24,22.97,0.332467444,1.03,0.014195625,24,2.59375,2.5,2.87,2.49,0.090974503,0.38,0
Midge,2016-07-07,2016,7,27,7,189,0.212208121,0.091956852,0.304164973,-3.218489835,-0.511780809,392066.6,23.62833333,23.48,24.69,22.47,0.69007036,2.22,0.029205207,0,0,0,23.62833333,23.48,24.69,22.47,0.69007036,2.22,0.029205207,24,0.20791666,0.17,0.69,-0.5,0.357602916,1.19,0
Midge,2016-07-14,2016,7,28,14,196,5.347644649,3.515581204,8.863225854,8.55906088,0.947768179,401463,24.13541667,24.17,24.52,23.83,0.168083291,0.69,0.006964176,0,0,0,24.13541667,24.17,24.52,23.83,0.168083291,0.69,0.006964176,24,0.50708334,0.69,-0.17,1.36,-0.521987069,-1.53,0
Midge,2016-07-21,2016,7,29,21,203,2.914324862,0.728581215,3.642906077,-5.220319777,0.561876942,421926.1,23.77625,23.48,24.69,23.14,0.526413728,1.55,0.022140318,0,0,0,23.77625,23.48,24.69,23.14,0.526413728,1.55,0.022140318,24,-0.35916667,-0.69,0.17,-0.69,0.358330437,0.86,0
Midge,2016-07-27,2016,7,30,27,209,5.510337542,1.881578673,7.391916215,3.749010138,0.868968494,524818.1,24.76916667,24.52,25.56,24.17,0.526051053,1.39,0.021238141,0,0,0,24.76916667,24.52,25.56,24.17,0.526051053,1.39,0.021238141,24,1.08291667,0.86,1.56,0.69,0.384113758,0.87,0
Midge,2016-08-04,2016,8,31,4,217,1.386426391,0.233428933,1.619855324,-5.772060891,0.210440342,402141.5,24.705,24.52,25.56,24.17,0.517166191,1.39,0.020933665,0,0,0,24.705,24.52,25.56,24.17,0.517166191,1.39,0.020933665,24,-0.26625,-0.52,0,-0.17,0.109411869,0.17,0
Midge,2016-08-15,2016,8,33,15,228,3.451918768,0.654308373,4.106227141,2.486371818,0.613823556,498899,25.35333333,25.38,25.56,25.21,0.122249448,0.35,0.004821829,0,0,0,25.35333333,25.38,25.56,25.21,0.122249448,0.35,0.004821829,24,0.76291666,0.86,0.69,0.87,-0.040511491,-0.18,0
Midge,2016-08-22,2016,8,34,22,235,0.537593907,0.042441624,0.580035531,-3.526191611,-0.233858277,285244.9,23.65041667,23.66,23.83,23.31,0.158072058,0.52,0.00668369,0,0,0,23.65041667,23.66,23.83,23.31,0.158072058,0.52,0.00668369,24,-1.70291666,-1.72,-1.73,-1.9,0.03582261,0.17,0
Midge,2016-08-31,2016,8,35,31,244,1.987682733,0.198060913,2.185743646,1.605708116,0.340313935,304824.4,23.69333333,23.66,23.83,23.48,0.13582811,0.35,0.005732756,0,0,0,23.69333333,23.66,23.83,23.48,0.13582811,0.35,0.005732756,24,0.11,0.35,-0.34,0.34,-0.288135246,-0.68,0
Midge,2016-09-07,2016,9,36,7,251,0.466857866,0.084883248,0.551741115,-1.634002532,-0.255440172,275191.3,22.28583333,22.3,22.47,22.13,0.131840373,0.34,0.005915883,0,0,0,22.28583333,22.3,22.47,22.13,0.131840373,0.34,0.005915883,24,-1.4075,-1.36,-1.36,-1.35,-0.003987737,-0.01,0
Midge,2016-09-14,2016,9,37,14,258,1.358131974,0.084883248,1.443015223,0.891274108,0.160353031,328914.1,22.20166667,22.13,22.47,21.97,0.120241303,0.5,0.005415868,0,0,0,22.20166667,22.13,22.47,21.97,0.120241303,0.5,0.005415868,24,-0.08416666,-0.17,0,-0.16,-0.01159907,0.16,0
Midge,2016-09-21,2016,9,38,21,265,0.954936545,0.091956852,1.046893397,-0.396121826,0.021393327,192125.6,22.08416667,22.13,22.3,21.8,0.158029075,0.5,0.007155764,0,0,0,22.08416667,22.13,22.3,21.8,0.158029075,0.5,0.007155764,24,-0.1175,0,-0.17,-0.17,0.037787772,0,0
Midge,2016-09-28,2016,9,39,28,272,0.084883248,0.021220812,0.106104061,-0.940789336,-0.959777296,NA,19.465,19.425,19.83,19.18,0.17621627,0.65,0.009052981,0,0,1,19.03230769,19.02,19.34,18.86,0.152651774,0.48,0.008020666,13,-3.05185898,-3.11,-2.96,-2.94,-0.005377301,-0.02,0
Midge,2016-10-05,2016,10,40,5,279,0.134398477,0,0.134398477,0.028294416,-0.860125707,NA,17.73153,17.725,18.13833,17.53,NA,0.60833,0.017106591,0,1,0,NA,NA,NA,NA,NA,NA,NA,0,-1.73347,-1.7,-1.69167,-1.65,NA,-0.04167,1
