site,date,year,month,dayofmonth,dayofyr,coloniesperL,filbundperL,totalperL,totalperL_diff,log_gloeo,week,WindSp_ms_mean_ALL_InstFilterInstMax,WindSp_ms_mean_ALL_InstFilterAveMax,WindSp_ms_mean_ALL_AveFilterInstMax,WindSp_ms_mean_ALL_AveFilterAveMax,WindSp_ms_median_ALL_InstFilterInstMax,WindSp_ms_median_ALL_InstFilterAveMax,WindSp_ms_median_ALL_AveFilterInstMax,WindSp_ms_median_ALL_AveFilterAveMax,WindSp_ms_min_ALL_InstFilterInstMax,WindSp_ms_min_ALL_InstFilterAveMax,WindSp_ms_min_ALL_AveFilterInstMax,WindSp_ms_min_ALL_AveFilterAveMax,WindSp_ms_max_ALL_InstFilterInstMax,WindSp_ms_max_ALL_InstFilterAveMax,WindSp_ms_max_ALL_AveFilterInstMax,WindSp_ms_max_ALL_AveFilterAveMax,WindSp_ms_sd_ALL_InstFilterInstMax,WindSp_ms_sd_ALL_InstFilterAveMax,WindSp_ms_sd_ALL_AveFilterInstMax,WindSp_ms_sd_ALL_AveFilterAveMax,WindSp_ms_cv_ALL_InstFilterInstMax,WindSp_ms_cv_ALL_InstFilterAveMax,WindSp_ms_cv_ALL_AveFilterInstMax,WindSp_ms_cv_ALL_AveFilterAveMax,MaxWindSp_ms_max_ALL_InstFilterMax.x,MaxWindSp_ms_max_ALL_AveFilterMax,MaxWindSp_ms_max_ALL_InstFilterMax.y,sum_2,sum_3,sum_5,sum_7,sum_10,sum_14
Midge,2012-08-02,2012,8,2,215,0.587109135,0.091956852,0.679065987,0.183913705,-0.165791735,31,2.37107438,2.37107438,2.37107438,2.37107438,2.1,2.1,2.1,2.1,0.3,0.3,0.3,0.3,6.5,6.5,6.5,6.5,1.188937762,1.188937762,1.188937762,1.188937762,0.50143419,0.50143419,0.50143419,0.50143419,6.5,6.5,6.5,11.299999999999999,17.8,28,36.800000000000004,61.300000000000004,85
Midge,2012-08-09,2012,8,9,222,0.834685276,0.339532994,1.17421827,0.495152282,0.071078287,32,2.073770492,2.073770492,2.073770492,2.073770492,2.2,2.2,2.2,2.2,0.4,0.4,0.4,0.4,3.6,3.6,3.6,3.6,0.692074572,0.692074572,0.692074572,0.692074572,0.333727659,0.333727659,0.333727659,0.333727659,3.6,3.6,3.6,7.8,12.3,28.2,39.800000000000004,57.6,76.6
Midge,2012-08-16,2012,8,16,229,0.120251269,0.03536802,0.155619289,-1.018598981,-0.79800432,33,3.205,3.205,3.205,3.205,2.9,2.9,2.9,2.9,0.5,0.5,0.5,0.5,7.6,7.6,7.6,7.6,1.486404817,1.486404817,1.486404817,1.486404817,0.463776854,0.463776854,0.463776854,0.463776854,7.6,7.6,7.6,12.6,19,30.9,44.2,56.5,84
Midge,2012-08-23,2012,8,23,236,0.275870557,0,0.275870557,0.120251269,-0.553663939,34,2.677165354,2.677165354,2.677165354,2.677165354,2.5,2.5,2.5,2.5,0.1,0.1,0.1,0.1,6.6,6.6,6.6,6.6,1.292971782,1.292971782,1.292971782,1.292971782,0.482962989,0.482962989,0.482962989,0.482962989,6.6,6.6,6.6,12.399999999999999,19.8,29.799999999999997,44.1,63.1,88.3
Midge,2012-08-30,2012,8,30,243,0.679065987,0,0.679065987,0.40319543,-0.165791735,35,4.428472222,4.428472222,4.428472222,4.428472222,4.6,4.6,4.6,4.6,1.2,1.2,1.2,1.2,8.9,8.9,8.9,8.9,1.618886054,1.618886054,1.618886054,1.618886054,0.365563105,0.365563105,0.365563105,0.365563105,8.9,8.9,8.9,15.7,23.8,35.2,43.300000000000004,63.1,87.39999999999999
Midge,2012-09-06,2012,9,6,250,0.565888323,0,0.565888323,-0.113177665,-0.244515176,36,2.290909091,2.290909091,2.290909091,2.290909091,2.1,2.1,2.1,2.1,0.3,0.3,0.3,0.3,6.1,6.1,6.1,6.1,1.118201821,1.118201821,1.118201821,1.118201821,0.48810397,0.48810397,0.48810397,0.48810397,6.1,6.1,6.1,13,19,29.5,46.1,69.9,89.39999999999999
Midge,2012-09-13,2012,9,13,257,0.643697967,0,0.643697967,0.077809644,-0.188895757,37,2.638709677,2.638709677,2.638709677,2.638709677,2.7,2.7,2.7,2.7,0.4,0.4,0.4,0.4,4.7,4.7,4.7,4.7,0.926897937,0.926897937,0.926897937,0.926897937,0.351269389,0.351269389,0.351269389,0.351269389,4.7,4.7,4.7,8.7,14.5,30.2,48.5,67.5,94.6
Midge,2012-09-20,2012,9,20,264,0.325385786,0,0.325385786,-0.318312182,-0.482822866,38,2.0125,2.0125,2.0125,2.0125,1.25,1.25,1.25,1.25,0.3,0.3,0.3,0.3,6.1,6.1,6.1,6.1,1.792902674,1.792902674,1.792902674,1.792902674,0.890883316,0.890883316,0.890883316,0.890883316,6.1,6.1,6.1,16.2,25.1,38.2,55.800000000000004,70.3,104.3
Midge,2012-09-27,2012,9,27,271,0.021220812,0,0.021220812,-0.304164973,-1.605184015,39,3.815447154,3.815447154,3.815447154,3.815447154,3.9,3.9,3.9,3.9,0.5,0.5,0.5,0.5,7.7,7.7,7.7,7.7,1.487104818,1.487104818,1.487104818,1.487104818,0.389758987,0.389758987,0.389758987,0.389758987,7.7,7.7,7.7,16.2,24.3,40.1,51,76.10000000000001,106.8
Midge,2012-10-05,2012,10,5,279,0.028294416,0,0.028294416,0.007073604,-1.496285346,40,2.646478873,2.646478873,2.646478873,2.646478873,2.6,2.6,2.6,2.6,0.2,0.2,0.2,0.2,5.4,5.4,5.4,5.4,0.866448033,0.866448033,0.866448033,0.866448033,0.327396543,0.327396543,0.327396543,0.327396543,5.4,5.4,5.4,8.5,11.200000000000003,23.4,42.2,70.4,100.7
Midge,2013-04-24,2013,4,24,114,0,0,0,-0.028294416,-2.443697499,16,1.058064516,1.098602151,0.983928571,1.05875,0.9,1.09,0.9,1.025,0.1,0.21,0.1,0.12,3.2,2.48,3.2,2.48,0.636963343,0.525465821,0.61461972,0.519535699,0.602008037,0.478304016,0.624658881,0.490706681,4.3,4.3,4.3,NA,NA,NA,NA,NA,NA
Midge,2013-05-02,2013,5,2,122,0,0,0,0,-2.443697499,17,0.786842105,0.808684211,0.7,0.68971831,0.6,0.645,0.6,0.63,0.2,0.33,0.2,0.33,3.4,2.72,3.4,1.79,0.601185962,0.511516287,0.464142835,0.237745193,0.764049049,0.63252909,0.663061193,0.344698972,3.5,3.5,3.5,6.5,8.8,17.8,24.7,NA,NA
Midge,2013-05-14,2013,5,14,134,0,0,0,0,-2.443697499,19,0.864893617,0.850851064,0.749,0.8047,0.7,0.68,0.7,0.68,0.2,0.33,0.1,0.33,4.8,2.03,2.8,1.83,0.702791278,0.433075174,0.434960813,0.387174314,0.812575401,0.508990577,0.580722047,0.481141188,4.8,4.8,4.8,10.3,14.6,22.599999999999998,29.9,39.1,52.4
Midge,2013-05-23,2013,5,23,143,0,0,0,0,-2.443697499,20,4.608955224,4.711940299,4.7921875,4.85484375,4.4,4.44,4.4,4.64,0,0.89,0.4,0.89,8.1,7.82,8.1,7.82,1.79441316,1.513938511,1.674486862,1.431572553,0.389331871,0.321298322,0.349420147,0.294875103,10.4,10.4,10.4,19.1,29,42.8,59.3,90.4,108.2
Midge,2013-05-30,2013,5,30,150,0,0,0,0,-2.443697499,21,3.135074627,3.12619403,3.132835821,3.112089552,2.9,3.055,2.9,3.055,0.2,0.64,0.2,0.45,7.2,7.03,7.2,7.03,1.497780687,1.381726497,1.500214327,1.401975553,0.477749612,0.441983602,0.478867841,0.450493319,8.8,8.8,8.8,11.8,16.6,38.1,61.9,90.9,121.2
Midge,2013-06-06,2013,6,6,157,0,0,0,0,-2.443697499,22,2.245833333,2.104583333,1.547058824,1.530588235,1.9,1.71,1.5,1.62,0.4,0.7,0.4,0.46,5.4,4.81,2.9,2.67,1.423705871,1.194261566,0.787494164,0.65671979,0.633932113,0.567457485,0.509026646,0.42906366,5.9,5.9,5.9,13.3,22.9,43,61.1,77.7,123
Midge,2013-06-13,2013,6,13,164,0.014147208,0.007073604,0.021220812,0.021220812,-1.605184015,23,2.016071429,2.125535714,1.989090909,2.092545455,2,2.12,2,2.09,0.3,0.25,0.3,0.51,4,3.71,4,3.36,0.865033218,0.774652813,0.859084941,0.738412256,0.429068735,0.364450622,0.431898279,0.352877523,4.7,4.7,4.7,13.7,20.9,36.3,53.2,76.1,114.3
Midge,2013-06-20,2013,6,20,171,0.021220812,0,0.021220812,0,-1.605184015,24,2.03852459,1.940737705,2.043089431,1.95601626,1.8,1.765,1.8,1.76,0.2,0.37,0.2,0.37,5.8,4.92,5.8,4.92,1.005969515,0.805169422,0.983560053,0.784530495,0.493479215,0.414878023,0.481408223,0.401085876,6.4,6.4,6.4,15.3,24.5,43.9,63.9,84.8,117.1
Midge,2013-06-27,2013,6,27,178,0.021220812,0,0.021220812,0,-1.605184015,25,2.221428571,2.148571429,1.3125,1.43375,2.15,2.07,1.2,1.325,0.4,0.57,0.4,0.57,5.9,5.66,2.6,2.36,1.447107763,1.332290435,0.798994904,0.64648362,0.651431148,0.620081984,0.608758022,0.450904007,4.5,4.5,4.5,10.5,20.5,39,53.4,77.9,117.3
Midge,2013-07-03,2013,7,3,184,0.063662436,0,0.063662436,0.042441624,-1.172227408,26,3.269902913,3.225436893,3.327,3.2776,3.2,3.25,3.2,3.335,0.4,0.98,0.6,1.08,6.4,5.39,6.4,5.39,1.330401307,1.121986838,1.285730151,1.087192771,0.406862632,0.347855771,0.386453306,0.331703921,7.5,7.5,7.5,13.4,17.8,41.9,55.2,79.8,110.5
Midge,2013-07-11,2013,7,11,192,0.07073604,0,0.07073604,0.007073604,-1.128800578,27,3.437588652,3.435390071,3.507194245,3.510215827,3.6,3.42,3.6,3.44,0.6,1.1,0.6,1.1,6.7,6.11,7,6.9,1.277919012,1.134522252,1.291703756,1.161854133,0.371748671,0.330245541,0.368301173,0.330992221,7.4,7.4,7.4,32.1,38.1,52.8,68.9,89,126.3
Midge,2013-07-18,2013,7,18,199,0.077809644,0,0.077809644,0.007073604,-1.089324144,28,3.030769231,3.005128205,3.006896552,2.981982759,3,2.98,3,2.97,0.5,0.68,0.5,0.68,11.6,10.92,11.6,10.92,1.52397289,1.367532144,1.520739187,1.378111007,0.502833695,0.455066157,0.505750418,0.462145867,13.8,13.8,13.8,20.5,28.3,42.6,52.2,90.3,121.1
Midge,2013-07-25,2013,7,25,206,0.304164973,0.056588832,0.360753806,0.282944161,-0.43847669,29,2.301587302,2.311269841,2.323076923,2.315230769,2.2,2.13,2.3,2.18,0.6,0.66,0.6,0.66,4.4,3.96,4.4,3.96,0.915545327,0.815223089,0.929678915,0.832952407,0.397788659,0.352716534,0.40019291,0.359770792,5.2,5.2,5.2,15.2,20.3,31.7,58.6,86.9,110.8
Midge,2013-08-01,2013,8,1,213,0.141472081,0.396121826,0.537593907,0.176840101,-0.266647102,30,3.329090909,3.472363636,3.254545455,3.463454545,3.3,3.75,3.3,3.73,0.2,0.57,0.3,0.41,8.6,7.89,5.7,7.89,1.691446097,1.632622253,1.411830724,1.526376996,0.508080477,0.47017606,0.433802736,0.440709406,10.7,10.7,10.7,15.2,22.9,38.5,51.8,72.1,110.4
Midge,2013-08-08,2013,8,8,220,0.346606598,0.084883248,0.431489846,-0.106104061,-0.361421052,31,3.314130435,3.279782609,3.255789474,3.245578947,3.3,3.325,3.2,3.22,0.2,1.35,0.4,1.71,6.5,4.83,6.5,4.83,1.074027188,0.77825245,1.038484554,0.740830063,0.324075111,0.237287815,0.318965511,0.228258217,6.7,6.7,6.7,13.600000000000001,18.3,38.7,60.1,83,111.9
Midge,2013-08-15,2013,8,15,227,0.466857866,0.077809644,0.544667511,0.113177665,-0.261007489,32,4.217361111,4.165625,4.217361111,4.165625,3.95,4.18,3.95,4.18,1.2,1.57,1.2,1.57,8.2,7.01,8.2,7.01,1.359572632,1.182392217,1.359572632,1.182392217,0.3223752,0.283845093,0.3223752,0.283845093,8.7,8.7,8.7,19.4,23.9,38.699999999999996,55.7,74,115.8
Midge,2013-08-22,2013,8,22,234,2.397951767,0.50929949,2.907251258,2.362583747,0.464020014,33,3.383216783,3.298321678,3.373611111,3.291041667,3.3,3.19,3.3,3.18,1.1,0.96,1.1,0.96,6.2,5.75,6.2,5.75,1.163226814,1.006068898,1.164869578,1.006344016,0.343822725,0.305024493,0.345288636,0.305782824,7.7,7.7,7.7,13.7,20.2,31.9,44.3,68.2,100
Midge,2013-08-29,2013,8,29,241,1.343984766,0.240502537,1.584487303,-1.322763954,0.200874374,34,2.366666667,2.3025,1.48,1.526,2.35,2.125,1.5,1.42,0.8,0.68,0.8,0.68,4.7,4.4,2.3,2.45,1.113824969,1.23320075,0.576194412,0.804568207,0.470630268,0.535592074,0.389320548,0.527239978,5.2,5.2,5.2,10.2,14,28.9,41.8,62,86.1
Midge,2013-09-05,2013,9,5,248,4.166352776,0.042441624,4.2087944,2.624307096,0.624529027,35,4.073643411,4.113023256,4.035971223,4.086258993,3.9,4.11,3.8,4.03,1.5,1.67,0.8,1.67,9,7.35,9,7.35,1.525282729,1.349772321,1.521727051,1.329465553,0.374427159,0.32817036,0.377041105,0.325350291,9.3,9.3,9.3,18.9,26.2,37.4,51.5,65.5,93.3
Midge,2013-09-11,2013,9,11,254,9.252274075,0.190987309,9.443261384,5.234466985,0.975287543,36,3.361363636,3.428030303,3.38778626,3.457099237,3.25,3.455,3.3,3.48,0.4,0.47,0.5,0.93,9.2,11.21,9.2,11.21,1.557824267,1.379211767,1.536580765,1.34946912,0.463450086,0.402333598,0.453564849,0.390347233,14.1,14.1,14.1,23.9,30.4,50.9,67.5,90.2,114.9
Midge,2013-09-18,2013,9,18,261,81.36766719,0.268796953,81.63646415,72.19320276,1.911903337,37,2.590909091,2.589440559,2.582638889,2.584305556,2.7,2.66,2.7,2.625,0.7,1.06,0.7,1.06,4.6,4.01,4.6,4.01,0.858340119,0.700624245,0.861071853,0.70088421,0.331289169,0.270569735,0.333407762,0.271207949,5.5,5.5,5.5,12.7,23.1,39.1,57.6,88,125.1
Midge,2013-09-25,2013,9,25,268,0.459784262,0,0.459784262,-81.17667988,-0.33405872,38,3.993137255,3.998627451,3.884259259,3.903703704,3.95,3.935,3.85,3.83,1.4,1.63,1.4,1.63,8.8,8.09,8.8,8.09,1.507227459,1.394339362,1.515290419,1.379032976,0.377454458,0.348704494,0.390110525,0.353262717,9.5,9.5,9.5,19.7,32.6,56,65.3,88.4,122.9
Midge,2013-10-02,2013,10,2,275,0.226355329,0.007073604,0.233428933,-0.226355329,-0.625198638,39,3.677536232,3.704637681,3.704379562,3.716350365,3.4,3.42,3.4,3.44,0.3,0.47,0.3,0.47,7.8,7.69,7.8,7.69,1.91795276,1.862566771,1.903667846,1.860828751,0.521531982,0.502766244,0.513896542,0.500714025,9.7,9.7,9.7,17.299999999999997,20.799999999999997,29.2,39.699999999999996,72.3,105
Midge,2013-10-09,2013,10,9,282,0.028294416,0,0.028294416,-0.205134517,-1.496285346,40,1.673134328,1.642238806,1.649275362,1.599855072,1.7,1.61,1.7,1.58,0.2,0.29,0.2,0.29,3.3,2.99,3.3,2.99,0.807837009,0.710287652,0.839401606,0.719986709,0.482828542,0.432511794,0.508951764,0.450032457,3.4,3.4,3.4,13.4,26.2,36.8,47.1,67.9,86.8
Midge,2014-05-29,2014,5,29,149,0,0,0,-0.028294416,-2.443697499,21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Midge,2014-06-05,2014,6,5,156,0.007073604,0,0.007073604,0.007073604,-1.971688914,22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Midge,2014-06-12,2014,6,12,163,0,0,0,-0.007073604,-2.443697499,23,4,3.555,NA,NA,4.35,3.855,NA,NA,2.2,2.02,NA,NA,5.1,4.49,NA,NA,1.329160136,1.081927293,NA,NA,0.332290034,0.304339604,NA,NA,5.1,5.1,5.1,8.1,17.9,28.400000000000002,40,53.7,NA
Midge,2014-06-19,2014,6,19,170,0.07073604,0.063662436,0.134398477,0.134398477,-0.860125707,24,4.165972222,4.015277778,4.165972222,4.015277778,3.5,3.58,3.5,3.58,0.5,1,0.5,1,8.9,7.72,8.9,7.72,1.789212555,1.475905764,1.789212555,1.475905764,0.429482594,0.367572518,0.429482594,0.367572518,10.4,10.4,10.4,26.700000000000003,35.5,51.800000000000004,69.5,87.4,109.5
Midge,2014-06-26,2014,6,26,177,0.091956852,0.134398477,0.226355329,0.091956853,-0.638356522,25,3.480434783,3.496304348,3.542708333,3.540520833,3.25,3.295,3.3,3.425,0.1,0.32,0.3,0.32,7.7,6.68,7.7,6.68,1.580112608,1.478612891,1.55906482,1.467069668,0.453998626,0.422907374,0.440077103,0.414365495,8.5,8.5,8.5,16.9,28.200000000000003,41.6,61,96.5,130.5
Midge,2014-07-02,2014,7,2,183,0.671992383,0.650771571,1.322763954,1.096408625,0.122662711,26,3.48,3.40064,3.492248062,3.475736434,3.3,3.26,3.2,3.26,0.5,0.73,0.7,1.15,13.1,8.98,13.1,10.03,1.678228713,1.361920338,1.703517152,1.429086124,0.48224963,0.400489419,0.487799584,0.411160671,13.3,13.3,13.3,22,29.8,40.6,53.199999999999996,79.2,116.1
Midge,2014-07-09,2014,7,9,190,3.027502526,0.700286799,3.727789325,2.405025371,0.571870565,27,4.141726619,4.167194245,4.163043478,4.188043478,3.9,4.26,3.95,4.26,0.9,1.2,0.9,1.2,9.5,8.38,9.5,8.38,2.008348492,1.67707476,1.999820287,1.665006459,0.484906098,0.402446985,0.480374586,0.397561885,12.1,12.1,12.1,23.4,32.4,56,79.3,109.1,132.5
Midge,2014-07-17,2014,7,17,198,0.742728424,0.190987309,0.933715732,-2.794073593,-0.028114094,28,3.034722222,3.103958333,3.034722222,3.103958333,2.9,2.96,2.9,2.96,1.2,1.36,1.2,1.36,6,5.79,6,5.79,1.031077883,0.937510629,1.031077883,0.937510629,0.339760218,0.302037118,0.339760218,0.302037118,8.1,8.1,8.1,24.799999999999997,34.3,54.6,64,95.3,138.1
Midge,2014-07-23,2014,7,23,204,1.025672585,0.693213195,1.71888578,0.785170048,0.236155645,29,3.925174825,3.766755245,3.925174825,3.766755245,4,3.88,4,3.88,0.8,1.1,0.8,1.1,12.4,8.79,12.4,8.79,1.729710084,1.422118808,1.729710084,1.422118808,0.440670839,0.377544787,0.440670839,0.377544787,12,12,12,18.900000000000002,24.1,31.900000000000002,46.3,81.7,110.1
Midge,2014-07-30,2014,7,30,211,1.202512686,0.099030457,1.301543142,-0.417342638,0.115658146,30,2.07047619,2.147847619,2.109,2.18124,2.2,2.29,2.25,2.32,0.4,0.37,0.5,0.37,3.6,3.87,3.6,3.87,0.789464742,0.729543255,0.779548561,0.717062345,0.381296219,0.339662483,0.369629474,0.328740691,4.5,4.5,4.5,14.2,21.9,40.3,56,80.10000000000001,102.3
Midge,2014-08-06,2014,8,6,218,1.626928928,0.077809644,1.704738572,0.40319543,0.232573947,31,3.402857143,3.430657143,3.412587413,3.438545455,3.35,3.365,3.4,3.37,0.6,0.93,0.6,0.84,7.3,6.18,7.3,6.19,1.522632275,1.401845863,1.540571831,1.425116258,0.447457008,0.408623131,0.451438057,0.414453226,8.8,8.8,8.8,16.5,22.900000000000002,33,47.800000000000004,69.7,103.8
Midge,2014-08-12,2014,8,12,224,0.551741115,0.028294416,0.580035531,-1.124703041,-0.233858277,32,2.325,2.2456875,2.286206897,2.184896552,2.2,2.19,2.1,2.19,0.3,0.45,0.7,0.45,4.5,4.55,4.2,4.17,1.050959623,0.968666008,0.933780388,0.866802595,0.452025644,0.43134497,0.408440894,0.396724776,7.6,7.6,7.6,11.7,16.1,32.1,50.8,69.3,94.3
Midge,2014-08-20,2014,8,20,232,2.440393391,0.007073604,2.447466995,1.867431465,0.389355182,33,1.475862069,1.510689655,1.52962963,1.497037037,1.3,1.48,1.4,1.18,0.2,0.38,0.2,0.38,3.7,3.3,3.7,3.3,0.992347567,0.834574019,1.003384586,0.86250447,0.672385034,0.55244571,0.65596571,0.576141036,4.7,4.7,4.7,10.200000000000001,21.4,39.3,57.8,82,112.3
Midge,2014-08-27,2014,8,27,239,0.282944161,0.021220812,0.304164973,-2.143302022,-0.511780809,34,3.490441176,3.52625,3.426950355,3.469503546,3.4,3.555,3.4,3.49,0.9,0.8,0.3,0.8,5.9,5.92,5.9,5.92,1.230289257,1.10445491,1.272280261,1.144556886,0.352473855,0.313209475,0.371257278,0.329890681,7.3,7.3,7.3,13.5,18.3,25.7,35.6,57,93.39999999999999
Midge,2014-09-04,2014,9,4,247,1.138850249,0.007073604,1.145923853,0.84175888,0.060517987,35,2.2175,2.165166667,2.225210084,2.171764706,2.05,1.99,2.1,1.99,0.5,0.54,0.5,0.46,5.3,4.81,5.3,4.81,1.115939707,1.004547629,1.117898944,1.007348127,0.503242258,0.463958569,0.502379057,0.46383852,6.3,6.3,6.3,17.7,27.4,39,55.099999999999994,78.8,96.3
Midge,2014-09-10,2014,9,10,253,0.40319543,0,0.40319543,-0.742728424,-0.390623935,36,1.619047619,1.767619048,1.291666667,1.285833333,1.5,1.69,1.2,1.31,0.3,0.75,0.4,0.53,3.6,3.62,2.2,1.75,0.882960388,0.72911525,0.531649805,0.424916213,0.545357887,0.412484382,0.411599849,0.33045979,4,4,4,10,16.6,37.3,52.5,78.7,111.49999999999999
Midge,2014-09-17,2014,9,17,260,1.945241109,0.021220812,1.966461921,1.563266491,0.294479877,37,2.249230769,2.168461538,2.191603053,2.14480916,2.1,2.035,2.1,1.97,0.2,0.43,0.1,0.43,4.9,4.28,4.9,4.28,0.966833411,0.790907105,0.994526417,0.807273999,0.429850696,0.364731904,0.453789483,0.376385001,5.3,5.3,5.3,18.3,23.1,65.4,86.8,103.4,139.29999999999998
Midge,2014-09-25,2014,9,25,268,0.099030457,0,0.099030457,-1.867431465,-0.988723737,38,1.555421687,1.574337349,1.525,1.556125,1.6,1.54,1.5,1.535,0.3,0.76,0.3,0.61,2.7,2.68,2.7,2.68,0.528286003,0.484803689,0.552439927,0.518072117,0.339641659,0.307941426,0.36225569,0.332924487,3.4,3.4,3.4,7.200000000000003,15.8,37.5,55.599999999999994,81.89999999999999,139.5
Midge,2014-10-03,2014,10,3,276,0.014147208,0,0.014147208,-0.084883248,-1.750869961,39,1.816129032,1.731935484,1.755555556,1.643703704,2,1.57,1.9,1.48,0.2,0.44,0.4,0.7,3.8,3.53,3.8,2.79,1.0023628,0.770741718,0.879830986,0.626007791,0.551922679,0.445017569,0.501169549,0.380851969,4.2,4.2,4.2,9.200000000000003,12.900000000000002,21.3,35.4,52.5,94
Midge,2014-10-10,2014,10,10,283,0.127324873,0,0.127324873,0.113177665,-0.882977839,40,3.458333333,3.503541667,3.458333333,3.503541667,3.25,3.26,3.25,3.26,0.6,0.38,0.6,0.38,8.1,6.72,8.1,6.72,1.617063729,1.562313359,1.617063729,1.562313359,0.467584693,0.445924013,0.467584693,0.445924013,9.1,9.1,9.1,22.3,36.4,55.599999999999994,84,96.89999999999999,119.39999999999999
Midge,2015-05-14,2015,5,14,134,0,0,0,-0.127324873,-2.443697499,19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Midge,2015-05-21,2015,5,21,141,0.007073604,0,0.007073604,0.007073604,-1.971688914,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Midge,2015-05-28,2015,5,28,148,0.113177665,0.014147208,0.127324873,0.120251269,-0.882977839,21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Midge,2015-06-05,2015,6,5,156,0.007073604,0,0.007073604,-0.120251269,-1.971688914,22,0.805217391,0.805217391,0.805217391,0.805217391,0.87,0.87,0.87,0.87,0.32,0.32,0.32,0.32,1.23,1.23,1.23,1.23,0.25001581,0.25001581,0.25001581,0.25001581,0.310494796,0.310494796,0.310494796,0.310494796,2.6,2.6,2.6,5.899999999999999,10.099999999999998,21.9,30.4,44.699999999999996,66.8
Midge,2015-06-11,2015,6,11,162,0.014147208,0,0.014147208,0.007073604,-1.750869961,23,3.910934307,3.910934307,3.910934307,3.910934307,3.41,3.41,3.41,3.41,0.35,0.35,0.35,0.35,8.9,8.9,8.9,8.9,2.817165796,2.817165796,2.817165796,2.817165796,0.720330636,0.720330636,0.720330636,0.720330636,13,13,13,17.5,20.9,28.299999999999997,34.9,48.4,67.5
Midge,2015-06-19,2015,6,19,170,0.077809644,0.014147208,0.091956852,0.077809644,-1.019738166,24,3.672357143,3.672357143,3.672357143,3.672357143,3.54,3.54,3.54,3.54,0.65,0.65,0.65,0.65,7.52,7.52,7.52,7.52,1.548557282,1.548557282,1.548557282,1.548557282,0.42167938,0.42167938,0.42167938,0.42167938,9.7,9.7,9.7,16.499999999999996,25.199999999999996,37.5,50.9,74.39999999999999,89.2
Midge,2015-07-02,2015,7,2,183,0.07073604,0.007073604,0.077809644,-0.014147208,-1.089324144,26,3.923846154,3.923846154,3.923846154,3.923846154,3.85,3.85,3.85,3.85,0.65,0.65,0.65,0.65,7.31,7.31,7.31,7.31,1.429069945,1.429069945,1.429069945,1.429069945,0.364201319,0.364201319,0.364201319,0.364201319,9.2,9.2,9.2,16.099999999999998,22.099999999999998,39.7,49.699999999999996,78.69999999999999,113.3
Midge,2015-07-09,2015,7,9,190,0.028294416,0.014147208,0.042441624,-0.03536802,-1.336849366,27,1.620512821,1.620512821,1.620512821,1.620512821,1.61,1.61,1.61,1.61,0.75,0.75,0.75,0.75,3.06,3.06,3.06,3.06,0.515593418,0.515593418,0.515593418,0.515593418,0.318166824,0.318166824,0.318166824,0.318166824,4,4,4,13.599999999999998,20.9,32.199999999999996,45.699999999999996,67.8,95.4
Midge,2015-07-16,2015,7,16,197,0.141472081,0.049515228,0.190987309,0.148545685,-0.710885488,28,3.210743802,3.210743802,3.210743802,3.210743802,2.64,2.64,2.64,2.64,1.09,1.09,1.09,1.09,5.96,5.96,5.96,5.96,1.525361796,1.525361796,1.525361796,1.525361796,0.475080508,0.475080508,0.475080508,0.475080508,7.7,7.7,7.7,18.2,24.799999999999997,37,53.8,74.69999999999999,99.5
Midge,2015-07-30,2015,7,30,211,1.237880706,0.162692893,1.400573599,1.20958629,0.147420803,30,3.236716418,3.236716418,3.236716418,3.236716418,3.245,3.245,3.245,3.245,0.6,0.6,0.6,0.6,6.59,6.59,6.59,6.59,1.561489445,1.561489445,1.561489445,1.561489445,0.482430106,0.482430106,0.482430106,0.482430106,8.1,8.1,8.1,13.599999999999998,20.1,28.599999999999998,40.1,69.8,112.4
Midge,2015-08-06,2015,8,6,218,0.106104061,0.077809644,0.183913705,-1.216659894,-0.726966985,31,3.737083333,3.737083333,3.737083333,3.737083333,3.57,3.57,3.57,3.57,1.72,1.72,1.72,1.72,6.47,6.47,6.47,6.47,1.147308724,1.147308724,1.147308724,1.147308724,0.30700646,0.30700646,0.30700646,0.30700646,9.3,9.3,9.3,18.6,27.200000000000003,47,65,85.1,105.10000000000001
