site,date,year,month,dayofmonth,dayofyr,coloniesperL,filbundperL,totalperL,totalperL_diff,week,light_sum,watertemp_mean,watertemp_min,watertemp_max,watertemp_median,ysi_readings,buoy_interp
midge,2011-07-30,2011,7,30,211,NA,NA,NA,NA,31,NA,24.19208333,23.86,24.38,24.21,0,0
midge,2011-07-31,2011,7,31,212,NA,NA,NA,NA,31,NA,24.43291667,23.86,24.9,24.47,0,0
midge,2011-08-01,2011,8,1,213,NA,NA,NA,NA,31,NA,24.8,24.21,25.25,24.9,0,0
midge,2011-08-02,2011,8,2,214,NA,NA,NA,NA,31,NA,24.77791667,24.21,25.07,24.9,0,0
midge,2011-08-03,2011,8,3,215,NA,NA,NA,NA,31,NA,24.52875,24.21,24.9,24.56,0,0
midge,2011-08-04,2011,8,4,216,0.834685276,0.007073604,0.84175888,0.615403551,31,385716.2,24.33875,24.03,24.73,24.38,0,0
midge,2011-08-05,2011,8,5,217,NA,NA,NA,NA,31,NA,24.71291667,24.03,25.25,24.9,0,0
midge,2011-08-06,2011,8,6,218,NA,NA,NA,NA,32,NA,25.12333333,24.73,25.59,25.07,0,0
midge,2011-08-07,2011,8,7,219,NA,NA,NA,NA,32,NA,25.02958333,24.73,25.42,25.07,0,0
midge,2011-08-08,2011,8,8,220,NA,NA,NA,NA,32,NA,25.03041667,24.56,25.25,25.07,0,0
midge,2011-08-09,2011,8,9,221,NA,NA,NA,NA,32,NA,24.52625,23.86,24.9,24.73,0,0
midge,2011-08-10,2011,8,10,222,NA,NA,NA,NA,32,NA,24.09708333,23.86,24.38,24.03,0,0
midge,2011-08-11,2011,8,11,223,0.155619289,0.014147208,0.169766497,-0.671992383,32,354748,23.92625,23.35,24.21,24.03,0,0
midge,2011-08-12,2011,8,12,224,NA,NA,NA,NA,32,NA,23.67583333,23.35,23.86,23.69,0,0
midge,2011-08-13,2011,8,13,225,NA,NA,NA,NA,33,NA,23.93375,23.35,24.38,24.03,0,0
midge,2011-08-14,2011,8,14,226,NA,NA,NA,NA,33,NA,23.69708333,23.18,24.03,23.775,0,0
midge,2011-08-15,2011,8,15,227,NA,NA,NA,NA,33,NA,22.725,22.18,23.18,22.76,0,0
midge,2011-08-16,2011,8,16,228,NA,NA,NA,NA,33,NA,22.08708333,21.68,22.34,22.18,0,0
midge,2011-08-17,2011,8,17,229,NA,NA,NA,NA,33,NA,22.62833333,21.84,23.18,22.68,0,0
midge,2011-08-18,2011,8,18,230,3.232637043,0.870053296,4.102690339,3.932923842,33,214224.1,23.20375,22.34,23.86,23.35,0,0
midge,2011-08-19,2011,8,19,231,NA,NA,NA,NA,33,NA,23.69833333,23.18,24.21,23.69,0,0
midge,2011-08-20,2011,8,20,232,NA,NA,NA,NA,34,NA,24.10208333,23.35,24.73,24.21,0,0
midge,2011-08-21,2011,8,21,233,NA,NA,NA,NA,34,NA,23.82583333,23.18,24.21,23.86,0,0
midge,2011-08-22,2011,8,22,234,NA,NA,NA,NA,34,NA,23.27916667,22.84,23.52,23.35,0,0
midge,2011-08-23,2011,8,23,235,NA,NA,NA,NA,34,NA,22.94125,22.51,23.35,23.01,0,0
midge,2011-08-24,2011,8,24,236,NA,NA,NA,NA,34,NA,22.71166667,22.34,23.18,22.68,0,0
midge,2011-08-25,2011,8,25,237,2.334289331,0.049515228,2.383804559,-1.71888578,34,206452.7,22.48208333,22.18,22.84,22.425,0,0
midge,2011-08-26,2011,8,26,238,NA,NA,NA,NA,34,NA,22.5375,22.01,23.18,22.425,0,0
midge,2011-08-27,2011,8,27,239,NA,NA,NA,NA,35,NA,22.67708333,22.01,23.18,22.84,0,0
midge,2011-08-28,2011,8,28,240,NA,NA,NA,NA,35,NA,21.40041667,20.36,22.68,21.34,0,0
midge,2011-08-29,2011,8,29,241,NA,NA,NA,NA,35,NA,21.06666667,20.36,21.51,21.095,0,0
midge,2011-08-30,2011,8,30,242,NA,NA,NA,NA,35,NA,21.43958333,20.84,21.84,21.51,0,0
midge,2011-08-31,2011,8,31,243,NA,NA,NA,NA,35,NA,21.59333333,21.18,22.51,21.34,0,0
midge,2011-09-01,2011,9,1,244,1.053967001,0,1.053967001,-1.329837558,35,146023.5,21.3575,21.18,21.68,21.34,0,0
midge,2011-09-02,2011,9,2,245,NA,NA,NA,NA,35,NA,21.80833333,21.18,22.34,21.84,0,0
midge,2011-09-03,2011,9,3,246,NA,NA,NA,NA,36,NA,22.43333333,21.68,23.18,22.34,0,0
midge,2011-09-04,2011,9,4,247,NA,NA,NA,NA,36,NA,23.1,22.01,23.69,23.52,0,0
midge,2011-09-05,2011,9,5,248,NA,NA,NA,NA,36,NA,23.25125,22.68,23.52,23.35,0,0
midge,2011-09-06,2011,9,6,249,NA,NA,NA,NA,36,NA,22.32375,21.68,22.84,22.595,0,0
midge,2011-09-07,2011,9,7,250,NA,NA,NA,NA,36,NA,21.17708333,20.84,21.68,21.18,0,0
midge,2011-09-08,2011,9,8,251,0.459784262,0,0.459784262,-0.594182739,36,142600.3,21.07291667,20.68,21.34,21.01,0,0
midge,2011-09-09,2011,9,9,252,NA,NA,NA,NA,36,NA,21.1975,21.01,21.51,21.18,0,0
midge,2011-09-10,2011,9,10,253,NA,NA,NA,NA,37,NA,21.06583333,20.52,21.51,21.01,0,0
midge,2011-09-11,2011,9,11,254,NA,NA,NA,NA,37,NA,20.73541667,20.52,21.01,20.68,0,0
midge,2011-09-12,2011,9,12,255,NA,NA,NA,NA,37,NA,21.31666667,20.52,21.84,21.51,0,0
midge,2011-09-13,2011,9,13,256,NA,NA,NA,NA,37,NA,21.77375,21.01,22.34,21.925,0,0
midge,2011-09-14,2011,9,14,257,NA,NA,NA,NA,37,NA,21.88625,21.18,22.18,22.01,0,0
midge,2011-09-15,2011,9,15,258,0.056588832,0,0.056588832,-0.40319543,37,111525.6,20.69208333,19.87,21.18,20.76,0,0
midge,2011-09-16,2011,9,16,259,NA,NA,NA,NA,37,NA,19.56333333,19.07,20.03,19.55,0,0
midge,2011-09-17,2011,9,17,260,NA,NA,NA,NA,38,NA,19.21541667,18.9,19.55,19.23,0,0
midge,2011-09-18,2011,9,18,261,NA,NA,NA,NA,38,NA,18.87708333,18.42,19.23,18.9,0,0
midge,2011-09-19,2011,9,19,262,NA,NA,NA,NA,38,NA,18.8625,18.42,19.23,18.9,0,0
midge,2011-09-20,2011,9,20,263,NA,NA,NA,NA,38,NA,18.54625,18.09,18.74,18.58,0,0
midge,2011-09-21,2011,9,21,264,NA,NA,NA,NA,38,NA,18.93833333,18.09,19.55,19.07,0,0
midge,2011-09-22,2011,9,22,265,0.014147208,0,0.014147208,-0.042441624,38,NA,18.93833,18.09,19.55,19.07,0,0
midge,2011-09-23,2011,9,23,266,NA,NA,NA,NA,38,NA,19.29368056,19,19.56,19.25,0,1
midge,2011-09-24,2011,9,24,267,NA,NA,NA,NA,39,NA,19.41284722,19.12,19.75,19.44,0,1
midge,2011-09-25,2011,9,25,268,NA,NA,NA,NA,39,NA,19.93083333,19.5,20.57,19.87,0,1
midge,2011-09-26,2011,9,26,269,NA,NA,NA,NA,39,NA,19.95243056,19.44,20.63,19.94,0,1
midge,2011-09-27,2011,9,27,270,NA,NA,NA,NA,39,NA,20.42923611,20.12,21.07,20.31,0,1
midge,2011-09-28,2011,9,28,271,NA,NA,NA,NA,39,NA,19.90680556,19.62,20.19,19.94,0,1
midge,2011-09-29,2011,9,29,272,0,0,0,-0.014147208,39,NA,19.419556,19.2905,19.647,19.3825,0,1
midge,2011-09-30,2011,9,30,273,NA,NA,NA,NA,39,NA,19.34527778,19.12,19.5,19.37,0,1
midge,2011-10-01,2011,10,1,274,NA,NA,NA,NA,40,NA,18.91847222,18.55,19.19,19,0,1
midge,2011-10-02,2011,10,2,275,NA,NA,NA,NA,40,NA,18.28277778,18.05,18.55,18.3,0,1
midge,2011-10-03,2011,10,3,276,NA,NA,NA,NA,40,NA,17.98493056,17.86,18.05,17.99,0,1
midge,2011-10-04,2011,10,4,277,NA,NA,NA,NA,40,NA,17.69756944,17.49,17.93,17.68,0,1
midge,2011-10-05,2011,10,5,278,NA,NA,NA,NA,40,NA,17.22604167,16.79,17.55,17.3,0,1
midge,2011-10-06,2011,10,6,279,0,0,0,0,40,NA,15.992076,15.68525,16.381,15.992875,0,1
midge,2011-10-07,2011,10,7,280,NA,NA,NA,NA,40,NA,16.07701389,15.92,16.29,16.07,0,1
midge,2011-10-08,2011,10,8,281,NA,NA,NA,NA,41,NA,15.91597222,15.78,16.17,15.92,0,1
midge,2011-10-09,2011,10,9,282,NA,NA,NA,NA,41,NA,16.05854167,15.78,16.35,16.04,0,1
midge,2011-10-10,2011,10,10,283,NA,NA,NA,NA,41,NA,16.22631944,15.78,16.67,16.35,0,1
midge,2011-10-11,2011,10,11,284,NA,NA,NA,NA,41,NA,16.43708333,16.23,16.73,16.45,0,1
midge,2011-10-12,2011,10,12,285,NA,NA,NA,NA,41,NA,16.12027778,15.85,16.29,16.17,0,1
midge,2011-10-13,2011,10,13,286,NA,NA,NA,NA,41,NA,15.74118056,15.59,15.92,15.72,0,1
midge,2011-10-14,2011,10,14,287,NA,NA,NA,NA,41,NA,15.650625,15.59,15.72,15.66,0,1
midge,2011-10-15,2011,10,15,288,NA,NA,NA,NA,42,NA,15.41722222,15.16,15.66,15.47,0,1
midge,2011-10-16,2011,10,16,289,NA,NA,NA,NA,42,NA,14.98131944,14.78,15.16,14.97,0,1
midge,2011-10-17,2011,10,17,290,NA,NA,NA,NA,42,NA,14.63930556,14.46,14.78,14.66,0,1
midge,2011-10-18,2011,10,18,291,NA,NA,NA,NA,42,NA,14.41486111,14.33,14.52,14.4,0,1
midge,2011-10-19,2011,10,19,292,NA,NA,NA,NA,42,NA,14.15784722,13.96,14.33,14.21,0,1
midge,2011-10-20,2011,10,20,293,NA,NA,NA,NA,42,NA,13.83756944,13.71,13.96,13.83,0,1
midge,2011-10-21,2011,10,21,294,NA,NA,NA,NA,42,NA,13.66395833,13.58,13.77,13.65,0,1
midge,2011-10-22,2011,10,22,295,NA,NA,NA,NA,43,NA,13.50465278,13.32,13.58,13.52,0,1
midge,2011-10-23,2011,10,23,296,NA,NA,NA,NA,43,NA,13.26659722,13.07,13.39,13.26,0,1
midge,2011-10-24,2011,10,24,297,NA,NA,NA,NA,43,NA,13.10451389,13.01,13.26,13.07,0,1
midge,2011-10-25,2011,10,25,298,NA,NA,NA,NA,43,NA,12.90090278,12.7,13.07,12.89,0,1
midge,2011-10-26,2011,10,26,299,NA,NA,NA,NA,43,NA,12.679,12.64,12.76,12.7,0,1
midge,2011-10-27,2011,10,27,300,NA,NA,NA,NA,43,NA,12,12,12,12,0,1
midge,2011-10-28,2011,10,28,301,NA,NA,NA,NA,43,NA,12,12,12,12,0,1
midge,2011-10-29,2011,10,29,302,NA,NA,NA,NA,44,NA,12,12,12,12,0,1
midge,2011-10-30,2011,10,30,303,NA,NA,NA,NA,44,NA,12,12,12,12,0,1
midge,2011-10-31,2011,10,31,304,NA,NA,NA,NA,44,NA,12,12,12,12,0,1
midge,2011-11-01,2011,11,1,305,NA,NA,NA,NA,44,NA,8,8,8,8,0,1
midge,2011-11-02,2011,11,2,306,NA,NA,NA,NA,44,NA,8,8,8,8,0,1
midge,2011-11-03,2011,11,3,307,NA,NA,NA,NA,44,NA,8,8,8,8,0,1
midge,2011-11-04,2011,11,4,308,NA,NA,NA,NA,44,NA,8,8,8,8,0,1
midge,2011-11-05,2011,11,5,309,NA,NA,NA,NA,45,NA,8,8,8,8,0,1
midge,2011-11-06,2011,11,6,310,NA,NA,NA,NA,45,NA,8,8,8,8,0,1
midge,2011-11-07,2011,11,7,311,NA,NA,NA,NA,45,NA,8,8,8,8,0,1
midge,2011-11-08,2011,11,8,312,NA,NA,NA,NA,45,NA,8,8,8,8,0,1
midge,2011-11-09,2011,11,9,313,NA,NA,NA,NA,45,NA,8,8,8,8,0,1
midge,2011-11-10,2011,11,10,314,NA,NA,NA,NA,45,NA,8,8,8,8,0,1
midge,2011-11-11,2011,11,11,315,NA,NA,NA,NA,45,NA,8,8,8,8,0,1
midge,2011-11-12,2011,11,12,316,NA,NA,NA,NA,46,NA,8,8,8,8,0,1
midge,2011-11-13,2011,11,13,317,NA,NA,NA,NA,46,NA,8,8,8,8,0,1
midge,2011-11-14,2011,11,14,318,NA,NA,NA,NA,46,NA,8,8,8,8,0,1
midge,2011-11-15,2011,11,15,319,NA,NA,NA,NA,46,NA,8,8,8,8,0,1
midge,2011-11-16,2011,11,16,320,NA,NA,NA,NA,46,NA,8,8,8,8,0,1
midge,2011-11-17,2011,11,17,321,NA,NA,NA,NA,46,NA,8,8,8,8,0,1
midge,2011-11-18,2011,11,18,322,NA,NA,NA,NA,46,NA,8,8,8,8,0,1
midge,2011-11-19,2011,11,19,323,NA,NA,NA,NA,47,NA,8,8,8,8,0,1
midge,2011-11-20,2011,11,20,324,NA,NA,NA,NA,47,NA,8,8,8,8,0,1
midge,2011-11-21,2011,11,21,325,NA,NA,NA,NA,47,NA,8,8,8,8,0,1
midge,2011-11-22,2011,11,22,326,NA,NA,NA,NA,47,NA,8,8,8,8,0,1
midge,2011-11-23,2011,11,23,327,NA,NA,NA,NA,47,NA,8,8,8,8,0,1
midge,2011-11-24,2011,11,24,328,NA,NA,NA,NA,47,NA,8,8,8,8,0,1
midge,2011-11-25,2011,11,25,329,NA,NA,NA,NA,47,NA,8,8,8,8,0,1
midge,2011-11-26,2011,11,26,330,NA,NA,NA,NA,48,NA,8,8,8,8,0,1
midge,2011-11-27,2011,11,27,331,NA,NA,NA,NA,48,NA,8,8,8,8,0,1
midge,2011-11-28,2011,11,28,332,NA,NA,NA,NA,48,NA,8,8,8,8,0,1
midge,2011-11-29,2011,11,29,333,NA,NA,NA,NA,48,NA,8,8,8,8,0,1
midge,2011-11-30,2011,11,30,334,NA,NA,NA,NA,48,NA,8,8,8,8,0,1
midge,2011-12-01,2011,12,1,335,NA,NA,NA,NA,48,NA,4,4,4,4,0,1
midge,2011-12-02,2011,12,2,336,NA,NA,NA,NA,48,NA,4,4,4,4,0,1
midge,2011-12-03,2011,12,3,337,NA,NA,NA,NA,49,NA,4,4,4,4,0,1
midge,2011-12-04,2011,12,4,338,NA,NA,NA,NA,49,NA,4,4,4,4,0,1
midge,2011-12-05,2011,12,5,339,NA,NA,NA,NA,49,NA,4,4,4,4,0,1
midge,2011-12-06,2011,12,6,340,NA,NA,NA,NA,49,NA,4,4,4,4,0,1
midge,2011-12-07,2011,12,7,341,NA,NA,NA,NA,49,NA,4,4,4,4,0,1
midge,2011-12-08,2011,12,8,342,NA,NA,NA,NA,49,NA,4,4,4,4,0,1
midge,2011-12-09,2011,12,9,343,NA,NA,NA,NA,49,NA,4,4,4,4,0,1
midge,2011-12-10,2011,12,10,344,NA,NA,NA,NA,50,NA,4,4,4,4,0,1
midge,2011-12-11,2011,12,11,345,NA,NA,NA,NA,50,NA,4,4,4,4,0,1
midge,2011-12-12,2011,12,12,346,NA,NA,NA,NA,50,NA,4,4,4,4,0,1
midge,2011-12-13,2011,12,13,347,NA,NA,NA,NA,50,NA,4,4,4,4,0,1
midge,2011-12-14,2011,12,14,348,NA,NA,NA,NA,50,NA,4,4,4,4,0,1
midge,2011-12-15,2011,12,15,349,NA,NA,NA,NA,50,NA,4,4,4,4,0,1
midge,2011-12-16,2011,12,16,350,NA,NA,NA,NA,50,NA,4,4,4,4,0,1
midge,2011-12-17,2011,12,17,351,NA,NA,NA,NA,51,NA,4,4,4,4,0,1
midge,2011-12-18,2011,12,18,352,NA,NA,NA,NA,51,NA,4,4,4,4,0,1
midge,2011-12-19,2011,12,19,353,NA,NA,NA,NA,51,NA,4,4,4,4,0,1
midge,2011-12-20,2011,12,20,354,NA,NA,NA,NA,51,NA,4,4,4,4,0,1
midge,2011-12-21,2011,12,21,355,NA,NA,NA,NA,51,NA,4,4,4,4,0,1
midge,2011-12-22,2011,12,22,356,NA,NA,NA,NA,51,NA,4,4,4,4,0,1
midge,2011-12-23,2011,12,23,357,NA,NA,NA,NA,51,NA,4,4,4,4,0,1
midge,2011-12-24,2011,12,24,358,NA,NA,NA,NA,52,NA,4,4,4,4,0,1
midge,2011-12-25,2011,12,25,359,NA,NA,NA,NA,52,NA,4,4,4,4,0,1
midge,2011-12-26,2011,12,26,360,NA,NA,NA,NA,52,NA,4,4,4,4,0,1
midge,2011-12-27,2011,12,27,361,NA,NA,NA,NA,52,NA,4,4,4,4,0,1
midge,2011-12-28,2011,12,28,362,NA,NA,NA,NA,52,NA,4,4,4,4,0,1
midge,2011-12-29,2011,12,29,363,NA,NA,NA,NA,52,NA,4,4,4,4,0,1
midge,2011-12-30,2011,12,30,364,NA,NA,NA,NA,52,NA,4,4,4,4,0,1
midge,2011-12-31,2011,12,31,365,NA,NA,NA,NA,53,NA,4,4,4,4,0,1
midge,2012-01-01,2012,1,1,1,NA,NA,NA,NA,1,NA,4,4,4,4,0,1
midge,2012-01-02,2012,1,2,2,NA,NA,NA,NA,1,NA,4,4,4,4,0,1
midge,2012-01-03,2012,1,3,3,NA,NA,NA,NA,1,NA,4,4,4,4,0,1
midge,2012-01-04,2012,1,4,4,NA,NA,NA,NA,1,NA,4,4,4,4,0,1
midge,2012-01-05,2012,1,5,5,NA,NA,NA,NA,1,NA,4,4,4,4,0,1
midge,2012-01-06,2012,1,6,6,NA,NA,NA,NA,1,NA,4,4,4,4,0,1
midge,2012-01-07,2012,1,7,7,NA,NA,NA,NA,1,NA,4,4,4,4,0,1
midge,2012-01-08,2012,1,8,8,NA,NA,NA,NA,2,NA,4,4,4,4,0,1
midge,2012-01-09,2012,1,9,9,NA,NA,NA,NA,2,NA,4,4,4,4,0,1
midge,2012-01-10,2012,1,10,10,NA,NA,NA,NA,2,NA,4,4,4,4,0,1
midge,2012-01-11,2012,1,11,11,NA,NA,NA,NA,2,NA,4,4,4,4,0,1
midge,2012-01-12,2012,1,12,12,NA,NA,NA,NA,2,NA,4,4,4,4,0,1
midge,2012-01-13,2012,1,13,13,NA,NA,NA,NA,2,NA,4,4,4,4,0,1
midge,2012-01-14,2012,1,14,14,NA,NA,NA,NA,2,NA,4,4,4,4,0,1
midge,2012-01-15,2012,1,15,15,NA,NA,NA,NA,3,NA,4,4,4,4,0,1
midge,2012-01-16,2012,1,16,16,NA,NA,NA,NA,3,NA,4,4,4,4,0,1
midge,2012-01-17,2012,1,17,17,NA,NA,NA,NA,3,NA,4,4,4,4,0,1
midge,2012-01-18,2012,1,18,18,NA,NA,NA,NA,3,NA,4,4,4,4,0,1
midge,2012-01-19,2012,1,19,19,NA,NA,NA,NA,3,NA,4,4,4,4,0,1
midge,2012-01-20,2012,1,20,20,NA,NA,NA,NA,3,NA,4,4,4,4,0,1
midge,2012-01-21,2012,1,21,21,NA,NA,NA,NA,3,NA,4,4,4,4,0,1
midge,2012-01-22,2012,1,22,22,NA,NA,NA,NA,4,NA,4,4,4,4,0,1
midge,2012-01-23,2012,1,23,23,NA,NA,NA,NA,4,NA,4,4,4,4,0,1
midge,2012-01-24,2012,1,24,24,NA,NA,NA,NA,4,NA,4,4,4,4,0,1
midge,2012-01-25,2012,1,25,25,NA,NA,NA,NA,4,NA,4,4,4,4,0,1
midge,2012-01-26,2012,1,26,26,NA,NA,NA,NA,4,NA,4,4,4,4,0,1
midge,2012-01-27,2012,1,27,27,NA,NA,NA,NA,4,NA,4,4,4,4,0,1
midge,2012-01-28,2012,1,28,28,NA,NA,NA,NA,4,NA,4,4,4,4,0,1
midge,2012-01-29,2012,1,29,29,NA,NA,NA,NA,5,NA,4,4,4,4,0,1
midge,2012-01-30,2012,1,30,30,NA,NA,NA,NA,5,NA,4,4,4,4,0,1
midge,2012-01-31,2012,1,31,31,NA,NA,NA,NA,5,NA,4,4,4,4,0,1
midge,2012-02-01,2012,2,1,32,NA,NA,NA,NA,5,NA,4,4,4,4,0,1
midge,2012-02-02,2012,2,2,33,NA,NA,NA,NA,5,NA,4,4,4,4,0,1
midge,2012-02-03,2012,2,3,34,NA,NA,NA,NA,5,NA,4,4,4,4,0,1
midge,2012-02-04,2012,2,4,35,NA,NA,NA,NA,5,NA,4,4,4,4,0,1
midge,2012-02-05,2012,2,5,36,NA,NA,NA,NA,6,NA,4,4,4,4,0,1
midge,2012-02-06,2012,2,6,37,NA,NA,NA,NA,6,NA,4,4,4,4,0,1
midge,2012-02-07,2012,2,7,38,NA,NA,NA,NA,6,NA,4,4,4,4,0,1
midge,2012-02-08,2012,2,8,39,NA,NA,NA,NA,6,NA,4,4,4,4,0,1
midge,2012-02-09,2012,2,9,40,NA,NA,NA,NA,6,NA,4,4,4,4,0,1
midge,2012-02-10,2012,2,10,41,NA,NA,NA,NA,6,NA,4,4,4,4,0,1
midge,2012-02-11,2012,2,11,42,NA,NA,NA,NA,6,NA,4,4,4,4,0,1
midge,2012-02-12,2012,2,12,43,NA,NA,NA,NA,7,NA,4,4,4,4,0,1
midge,2012-02-13,2012,2,13,44,NA,NA,NA,NA,7,NA,4,4,4,4,0,1
midge,2012-02-14,2012,2,14,45,NA,NA,NA,NA,7,NA,4,4,4,4,0,1
midge,2012-02-15,2012,2,15,46,NA,NA,NA,NA,7,NA,4,4,4,4,0,1
midge,2012-02-16,2012,2,16,47,0,0,0,0,7,NA,4,4,4,4,0,1
midge,2012-02-17,2012,2,17,48,NA,NA,NA,NA,7,NA,4,4,4,4,0,1
midge,2012-02-18,2012,2,18,49,NA,NA,NA,NA,7,NA,4,4,4,4,0,1
midge,2012-02-19,2012,2,19,50,NA,NA,NA,NA,8,NA,4,4,4,4,0,1
midge,2012-02-20,2012,2,20,51,NA,NA,NA,NA,8,NA,4,4,4,4,0,1
midge,2012-02-21,2012,2,21,52,NA,NA,NA,NA,8,NA,4,4,4,4,0,1
midge,2012-02-22,2012,2,22,53,NA,NA,NA,NA,8,NA,4,4,4,4,0,1
midge,2012-02-23,2012,2,23,54,NA,NA,NA,NA,8,NA,4,4,4,4,0,1
midge,2012-02-24,2012,2,24,55,NA,NA,NA,NA,8,NA,4,4,4,4,0,1
midge,2012-02-25,2012,2,25,56,NA,NA,NA,NA,8,NA,4,4,4,4,0,1
midge,2012-02-26,2012,2,26,57,NA,NA,NA,NA,9,NA,4,4,4,4,0,1
midge,2012-02-27,2012,2,27,58,NA,NA,NA,NA,9,NA,4,4,4,4,0,1
midge,2012-02-28,2012,2,28,59,NA,NA,NA,NA,9,NA,4,4,4,4,0,1
midge,2012-02-29,2012,2,29,60,NA,NA,NA,NA,9,NA,4,4,4,4,0,1
midge,2012-03-01,2012,3,1,61,NA,NA,NA,NA,9,NA,4,4,4,4,0,1
midge,2012-03-02,2012,3,2,62,NA,NA,NA,NA,9,NA,4,4,4,4,0,1
midge,2012-03-03,2012,3,3,63,NA,NA,NA,NA,9,NA,4,4,4,4,0,1
midge,2012-03-04,2012,3,4,64,NA,NA,NA,NA,10,NA,4,4,4,4,0,1
midge,2012-03-05,2012,3,5,65,NA,NA,NA,NA,10,NA,4,4,4,4,0,1
midge,2012-03-06,2012,3,6,66,NA,NA,NA,NA,10,NA,4,4,4,4,0,1
midge,2012-03-07,2012,3,7,67,NA,NA,NA,NA,10,NA,4,4,4,4,0,1
midge,2012-03-08,2012,3,8,68,NA,NA,NA,NA,10,NA,4,4,4,4,0,1
midge,2012-03-09,2012,3,9,69,NA,NA,NA,NA,10,NA,4,4,4,4,0,1
midge,2012-03-10,2012,3,10,70,NA,NA,NA,NA,10,NA,4,4,4,4,0,1
midge,2012-03-11,2012,3,11,71,NA,NA,NA,NA,11,NA,4,4,4,4,0,1
midge,2012-03-12,2012,3,12,72,NA,NA,NA,NA,11,NA,4,4,4,4,0,1
midge,2012-03-13,2012,3,13,73,NA,NA,NA,NA,11,NA,4,4,4,4,0,1
midge,2012-03-14,2012,3,14,74,NA,NA,NA,NA,11,NA,4,4,4,4,0,1
midge,2012-03-15,2012,3,15,75,NA,NA,NA,NA,11,NA,4,4,4,4,0,1
midge,2012-03-16,2012,3,16,76,NA,NA,NA,NA,11,NA,4,4,4,4,0,1
midge,2012-03-17,2012,3,17,77,NA,NA,NA,NA,11,NA,4,4,4,4,0,1
midge,2012-03-18,2012,3,18,78,NA,NA,NA,NA,12,NA,4,4,4,4,0,1
midge,2012-03-19,2012,3,19,79,NA,NA,NA,NA,12,NA,4,4,4,4,0,1
midge,2012-03-20,2012,3,20,80,NA,NA,NA,NA,12,NA,4,4,4,4,0,1
midge,2012-03-21,2012,3,21,81,NA,NA,NA,NA,12,NA,4,4,4,4,0,1
midge,2012-03-22,2012,3,22,82,NA,NA,NA,NA,12,NA,6,6,6,6,0,1
midge,2012-03-23,2012,3,23,83,NA,NA,NA,NA,12,NA,6,6,6,6,0,1
midge,2012-03-24,2012,3,24,84,NA,NA,NA,NA,12,NA,6,6,6,6,0,1
midge,2012-03-25,2012,3,25,85,NA,NA,NA,NA,13,NA,6,6,6,6,0,1
midge,2012-03-26,2012,3,26,86,NA,NA,NA,NA,13,NA,6,6,6,6,0,1
midge,2012-03-27,2012,3,27,87,NA,NA,NA,NA,13,NA,6,6,6,6,0,1
midge,2012-03-28,2012,3,28,88,NA,NA,NA,NA,13,NA,6,6,6,6,0,1
midge,2012-03-29,2012,3,29,89,0,0,0,0,13,NA,6,6,6,6,0,1
midge,2012-03-30,2012,3,30,90,NA,NA,NA,NA,13,NA,6,6,6,6,0,1
midge,2012-03-31,2012,3,31,91,NA,NA,NA,NA,13,NA,6,6,6,6,0,1
midge,2012-04-01,2012,4,1,92,NA,NA,NA,NA,14,NA,8,8,8,8,0,1
midge,2012-04-02,2012,4,2,93,NA,NA,NA,NA,14,NA,8,8,8,8,0,1
midge,2012-04-03,2012,4,3,94,NA,NA,NA,NA,14,NA,8,8,8,8,0,1
midge,2012-04-04,2012,4,4,95,NA,NA,NA,NA,14,NA,8,8,8,8,0,1
midge,2012-04-05,2012,4,5,96,NA,NA,NA,NA,14,NA,8,8,8,8,0,1
midge,2012-04-06,2012,4,6,97,NA,NA,NA,NA,14,NA,8,8,8,8,0,1
midge,2012-04-07,2012,4,7,98,NA,NA,NA,NA,14,NA,8,8,8,8,0,1
midge,2012-04-08,2012,4,8,99,NA,NA,NA,NA,15,NA,8,8,8,8,0,1
midge,2012-04-09,2012,4,9,100,NA,NA,NA,NA,15,NA,8,8,8,8,0,1
midge,2012-04-10,2012,4,10,101,NA,NA,NA,NA,15,NA,8,8,8,8,0,1
midge,2012-04-11,2012,4,11,102,NA,NA,NA,NA,15,NA,8,8,8,8,0,1
midge,2012-04-12,2012,4,12,103,NA,NA,NA,NA,15,NA,8,8,8,8,0,1
midge,2012-04-13,2012,4,13,104,0,0,0,0,15,NA,8,8,8,8,0,1
midge,2012-04-14,2012,4,14,105,NA,NA,NA,NA,15,NA,8,8,8,8,0,1
midge,2012-04-15,2012,4,15,106,NA,NA,NA,NA,16,NA,8,8,8,8,0,1
midge,2012-04-16,2012,4,16,107,NA,NA,NA,NA,16,NA,8,8,8,8,0,1
midge,2012-04-17,2012,4,17,108,NA,NA,NA,NA,16,NA,8,8,8,8,0,1
midge,2012-04-18,2012,4,18,109,NA,NA,NA,NA,16,NA,8.711666667,8.4,9.1,8.78,0,1
midge,2012-04-19,2012,4,19,110,0,0,0,0,16,NA,13.99668,13.824,14.35475,13.97617,0,1
midge,2012-04-20,2012,4,20,111,NA,NA,NA,NA,16,NA,9.349791667,8.72,10.17,9.35,0,1
midge,2012-04-21,2012,4,21,112,NA,NA,NA,NA,16,NA,9.193958333,8.66,9.98,9.1,0,1
midge,2012-04-22,2012,4,22,113,NA,NA,NA,NA,17,NA,10.09229167,9.61,10.37,10.17,0,1
